sinp                   lambda3  tanbeta  sinbma       widthA        MA            widthH        MH            FracWA      FracWH
0.1                    8        6        0.9949874    1.674580e+01  4.100000e+02  3.874394e+00  2.600000e+02  0.0408434   0.0149015
0.1                    8        6        0.979795897  2.016041e+01  4.100000e+02  2.931020e+01  2.600000e+02  0.0491717   0.112732
0.1                    8        8        0.99995      2.121439e+01  4.100000e+02  2.197460e-01  2.600000e+02  0.0517424   0.000845177
0.1                    8        8        0.9949874    2.700388e+01  4.100000e+02  5.221839e+00  2.600000e+02  0.0658631   0.020084
0.1                    8        8        0.979795897  3.442617e+01  4.100000e+02  4.611109e+01  2.600000e+02  0.0839663   0.17735
0.2                    2        1        0.99995      1.585222e+01  4.100000e+02  8.904649e-02  2.600000e+02  0.038664    0.000342487
0.2                    2        1        0.9949874    1.597078e+01  4.100000e+02  6.513287e-01  2.600000e+02  0.0389531   0.00250511
0.2                    2        1        0.979795897  1.633038e+01  4.100000e+02  2.270197e+00  2.600000e+02  0.0398302   0.00873153
0.2                    2        2        0.99995      6.756875e+00  4.100000e+02  9.290731e-02  2.600000e+02  0.0164802   0.000357336
0.2                    2        2        0.9949874    6.853916e+00  4.100000e+02  6.991312e-01  2.600000e+02  0.0167169   0.00268897
0.2                    2        2        0.979795897  7.207610e+00  4.100000e+02  2.635592e+00  2.600000e+02  0.0175795   0.0101369
0.2                    2        3        0.99995      5.601040e+00  4.100000e+02  1.185609e-01  2.600000e+02  0.0136611   0.000456003
0.2                    2        3        0.9949874    5.544016e+00  4.100000e+02  7.443458e-01  2.600000e+02  0.013522    0.00286287
0.2                    2        3        0.979795897  5.768426e+00  4.100000e+02  2.795554e+00  2.600000e+02  0.0140693   0.0107521
0.2                    2        4        0.99995      5.806445e+00  4.100000e+02  1.564137e-01  2.600000e+02  0.0141621   0.000601591
0.2                    2        4        0.9949874    5.412616e+00  4.100000e+02  7.844647e-01  2.600000e+02  0.0132015   0.00301717
0.2                    2        4        0.979795897  5.361846e+00  4.100000e+02  2.824063e+00  2.600000e+02  0.0130777   0.0108618
0.2                    2        5        0.99995      6.556007e+00  4.100000e+02  2.049659e-01  2.600000e+02  0.0159903   0.00078833
0.2                    2        5        0.9949874    5.600830e+00  4.100000e+02  8.176330e-01  2.600000e+02  0.0136606   0.00314474
0.2                    2        5        0.979795897  5.133023e+00  4.100000e+02  2.735819e+00  2.600000e+02  0.0125196   0.0105224
0.2                    2        6        0.99995      7.642383e+00  4.100000e+02  2.635747e-01  2.600000e+02  0.01864     0.00101375
0.2                    2        6        0.9949874    5.867261e+00  4.100000e+02  8.420453e-01  2.600000e+02  0.0143104   0.00323864
0.2                    2        6        0.979795897  4.869593e+00  4.100000e+02  2.541985e+00  2.600000e+02  0.0118771   0.00977687
0.2                    2        8        0.99995      1.056156e+01  4.100000e+02  4.091983e-01  2.600000e+02  0.0257599   0.00157384
0.2                    2        8        0.9949874    6.276460e+00  4.100000e+02  8.590890e-01  2.600000e+02  0.0153084   0.00330419
0.2                    2        8        0.979795897  4.126144e+00  4.100000e+02  1.906066e+00  2.600000e+02  0.0100638   0.00733102
0.2                    3        1        0.99995      1.540681e+01  4.100000e+02  8.541434e-02  2.600000e+02  0.0375776   0.000328517
0.2                    3        1        0.9949874    1.551640e+01  4.100000e+02  2.950368e-01  2.600000e+02  0.0378449   0.00113476
0.2                    3        1        0.979795897  1.584955e+01  4.100000e+02  9.303212e-01  2.600000e+02  0.0386574   0.00357816
0.2                    3        2        0.99995      6.073051e+00  4.100000e+02  7.826476e-02  2.600000e+02  0.0148123   0.000301018
0.2                    3        2        0.9949874    6.175150e+00  4.100000e+02  2.853052e-01  2.600000e+02  0.0150613   0.00109733
0.2                    3        2        0.979795897  6.504305e+00  4.100000e+02  8.981768e-01  2.600000e+02  0.0158642   0.00345453
0.2                    3        3        0.99995      4.410420e+00  4.100000e+02  8.004056e-02  2.600000e+02  0.0107571   0.000307848
0.2                    3        3        0.9949874    4.466167e+00  4.100000e+02  2.778734e-01  2.600000e+02  0.0108931   0.00106874
0.2                    3        3        0.979795897  4.766689e+00  4.100000e+02  8.029705e-01  2.600000e+02  0.0116261   0.00308835
0.2                    3        4        0.99995      3.901943e+00  4.100000e+02  8.409421e-02  2.600000e+02  0.00951693  0.000323439
0.2                    3        4        0.9949874    3.865450e+00  4.100000e+02  2.674646e-01  2.600000e+02  0.00942793  0.00102871
0.2                    3        4        0.979795897  4.144304e+00  4.100000e+02  6.709081e-01  2.600000e+02  0.0101081   0.00258042
0.2                    3        5        0.99995      3.741011e+00  4.100000e+02  8.950313e-02  2.600000e+02  0.00912442  0.000344243
0.2                    3        5        0.9949874    3.571874e+00  4.100000e+02  2.538279e-01  2.600000e+02  0.00871189  0.000976261
0.2                    3        5        0.979795897  3.889017e+00  4.100000e+02  5.247434e-01  2.600000e+02  0.00948541  0.00201824
0.2                    3        6        0.99995      3.727745e+00  4.100000e+02  9.595066e-02  2.600000e+02  0.00909206  0.000369041
0.2                    3        6        0.9949874    3.396755e+00  4.100000e+02  2.376519e-01  2.600000e+02  0.00828477  0.000914046
0.2                    3        6        0.979795897  3.894149e+00  4.100000e+02  3.932014e-01  2.600000e+02  0.00949792  0.00151231
0.2                    3        8        0.99995      3.902583e+00  4.100000e+02  1.112706e-01  2.600000e+02  0.0095185   0.000427964
0.2                    3        8        0.9949874    3.250503e+00  4.100000e+02  2.033443e-01  2.600000e+02  0.00792806  0.000782093
0.2                    3        8        0.979795897  4.989155e+00  4.100000e+02  3.246915e-01  2.600000e+02  0.0121687   0.00124881
0.2                    4        1        0.99995      1.571539e+01  4.100000e+02  8.382201e-02  2.600000e+02  0.0383302   0.000322392
0.2                    4        1        0.9949874    1.581249e+01  4.100000e+02  1.367250e-01  2.600000e+02  0.038567    0.000525865
0.2                    4        1        0.979795897  1.610852e+01  4.100000e+02  3.117232e-01  2.600000e+02  0.0392891   0.00119894
0.2                    4        2        0.99995      6.376169e+00  4.100000e+02  7.609298e-02  2.600000e+02  0.0155516   0.000292665
0.2                    4        2        0.9949874    6.529873e+00  4.100000e+02  1.247004e-01  2.600000e+02  0.0159265   0.000479617
0.2                    4        2        0.979795897  6.881437e+00  4.100000e+02  2.642974e-01  2.600000e+02  0.016784    0.00101653
0.2                    4        3        0.99995      4.697403e+00  4.100000e+02  7.685696e-02  2.600000e+02  0.0114571   0.000295604
