MA   MH   BR(A->Ha)     BR(H->hh)     BR(a->chi+chi)  Xsec      effective    Xsec  (Xsec*BR)
410  260  5.179019e-03  7.076505e-01  9.999971e-01    2.6088    0.00956106
410  300  5.163613e-03  5.927500e-01  9.999971e-01    2.6112    0.00799216
460  260  2.531310e-03  7.076505e-01  9.999971e-01    1.4451    0.00258858
460  300  3.552347e-03  5.927500e-01  9.999971e-01    1.4471    0.00304708
460  350  3.624008e-03  2.475320e-01  9.999971e-01    1.4463    0.00129741
510  260  1.343551e-03  7.076505e-01  9.999971e-01    0.84014   0.000798773
510  300  1.830924e-03  5.927500e-01  9.999971e-01    0.83819   0.000909668
510  350  2.813722e-03  2.475320e-01  9.999971e-01    0.84071   0.000585541
510  400  2.761130e-03  1.265768e-02  9.999971e-01    0.84213   2.94319e-05
560  260  7.624721e-04  7.076505e-01  9.999971e-01    0.51017   0.000275268
560  300  1.002531e-03  5.927500e-01  9.999971e-01    0.50918   0.000302579
560  350  1.501664e-03  2.475320e-01  9.999971e-01    0.51026   0.000189668
560  400  2.327453e-03  1.265768e-02  9.999971e-01    0.51032   1.50341e-05
560  450  2.214723e-03  5.395547e-03  9.999971e-01    0.50813   6.07195e-06
610  260  4.532277e-04  7.076505e-01  9.999971e-01    0.31994   0.000102613
610  300  5.802592e-04  5.927500e-01  9.999971e-01    0.31901   0.000109723
610  350  8.351962e-04  2.475320e-01  9.999971e-01    0.32107   6.63771e-05
610  400  1.277311e-03  1.265768e-02  9.999971e-01    0.31924   5.16139e-06
610  450  1.991324e-03  5.395547e-03  9.999971e-01    0.32006   3.4388e-06
610  500  1.843777e-03  3.510074e-02  9.999971e-01    0.31967   2.06883e-05
660  260  2.778755e-04  7.076505e-01  9.999971e-01    0.20683   4.06707e-05
660  300  3.493569e-04  5.927500e-01  9.999971e-01    0.20659   4.27808e-05
660  350  4.877323e-04  2.475320e-01  9.999971e-01    0.2076    2.50633e-05
660  400  7.196938e-04  1.265768e-02  9.999971e-01    0.2065    1.88114e-06
660  450  1.119610e-03  5.395547e-03  9.999971e-01    0.20676   1.24901e-06
660  500  1.750831e-03  3.510074e-02  9.999971e-01    0.20649   1.26899e-05
660  550  1.579730e-03  7.223171e-02  9.999971e-01    0.20693   2.3612e-05
700  260  1.905828e-04  7.076505e-01  9.999971e-01    0.14878   2.00653e-05
700  300  2.373280e-04  5.927500e-01  9.999971e-01    0.14871   2.09199e-05
700  350  3.256944e-04  2.475320e-01  9.999971e-01    0.14812   1.19414e-05
700  400  4.693921e-04  1.265768e-02  9.999971e-01    0.14866   8.83248e-07
700  450  7.118469e-04  5.395547e-03  9.999971e-01    0.14857   5.70627e-07
700  500  1.127146e-03  3.510074e-02  9.999971e-01    0.14872   5.88389e-06
700  550  1.720510e-03  7.223171e-02  9.999971e-01    0.14854   1.84598e-05
750  260  1.200902e-04  7.076505e-01  9.999971e-01    0.1003    8.52366e-06
750  300  1.485380e-04  5.927500e-01  9.999971e-01    0.10054   8.85211e-06
750  350  2.010880e-04  2.475320e-01  9.999971e-01    0.10044   4.99946e-06
750  400  2.838449e-04  1.265768e-02  9.999971e-01    0.10042   3.6079e-07
750  450  4.185544e-04  5.395547e-03  9.999971e-01    0.10054   2.27052e-07
750  500  6.456880e-04  3.510074e-02  9.999971e-01    0.1005    2.27774e-06
750  550  1.031769e-03  7.223521e-02  9.999971e-01    0.1005    7.49025e-06
800  260  7.582496e-05  7.076505e-01  9.999971e-01    0.069057  3.70542e-06
800  300  9.364265e-05  5.927500e-01  9.999971e-01    0.068935  3.82634e-06
800  350  1.260155e-04  2.475320e-01  9.999971e-01    0.069148  2.15692e-06
800  400  1.757728e-04  1.265768e-02  9.999971e-01    0.069059  1.53647e-07
800  450  2.542938e-04  5.395547e-03  9.999971e-01    0.06927   9.50419e-08
800  500  3.823420e-04  3.510074e-02  9.999971e-01    0.069175  9.2836e-07
800  550  5.980544e-04  7.223151e-02  9.999971e-01    0.069148  2.98707e-06
