MH   MA   BR(H->AA)     BR(A->ah)     BR(a->chi+chi)  Xsec      effective    Xsec  (Xsec*BR)
470  230  5.095330e-01  9.478152e-01  9.999985e-01    1.132     0.518161
500  230  1.317914e-01  6.862763e-01  9.999991e-01    0.35632   0.0221169
550  230  1.427241e-01  7.502590e-01  9.999988e-01    0.29342   0.0235727
550  250  1.706911e-01  7.910490e-01  9.999989e-01    0.28734   0.0306911
600  230  1.436836e-01  7.981890e-01  9.999986e-01    0.22546   0.0206389
600  250  1.745093e-01  8.322112e-01  9.999987e-01    0.22882   0.0276553
650  230  3.144686e-01  8.364613e-01  9.999957e-01    0.3005    0.0661165
650  250  3.448754e-01  9.033384e-01  9.999970e-01    0.2843    0.0800087
650  300  3.544623e-01  9.159280e-01  9.999980e-01    0.25246   0.075073
700  230  1.345248e-01  8.626291e-01  9.999983e-01    0.12949   0.0129624
700  250  2.645538e-01  8.161316e-01  9.999957e-01    0.20347   0.0358535
700  300  2.944356e-01  8.444671e-01  9.999970e-01    0.18523   0.0388924
700  325  2.902137e-01  8.233505e-01  9.999976e-01    0.17122   0.0336853
750  230  1.280156e-01  8.848509e-01  9.999982e-01    0.098352  0.00985791
750  250  1.518093e-01  9.042296e-01  9.999982e-01    0.10082   0.0125141
750  300  1.640175e-01  8.968895e-01  9.999986e-01    0.093113  0.0122851
750  325  1.634510e-01  8.717052e-01  9.999988e-01    0.087406  0.0108559
750  350  3.223811e-02  8.701025e-01  9.999997e-01    0.019084  0.000465779
800  230  1.199751e-01  9.033239e-01  9.999981e-01    0.074712  0.0073142
800  250  1.416287e-01  9.190118e-01  9.999982e-01    0.076913  0.00920008
800  300  1.540370e-01  9.124453e-01  9.999985e-01    0.072549  0.00930398
800  325  1.559599e-01  8.897567e-01  9.999986e-01    0.06859   0.00846867
800  350  2.765336e-02  8.846988e-01  9.999997e-01    0.014539  0.000314683
