MH   MA   BR(H->AA)     BR(A->ah)     BR(a->chi+chi)  Xsec      effective   Xsec  (Xsec*BR)
470  230  5.925098e-01  9.486414e-01  9.999987e-01    1.0005    0.533477
500  230  6.036844e-01  9.425516e-01  9.999981e-01    0.85203   0.456955
550  230  2.923527e-01  6.787143e-01  9.999989e-01    0.21685   0.0292038
550  250  3.085893e-01  7.399957e-01  9.999991e-01    0.20964   0.0354252
600  230  2.852561e-01  7.335180e-01  9.999987e-01    0.17067   0.0261946
600  250  3.110798e-01  7.866600e-01  9.999989e-01    0.16977   0.0326818
650  230  4.491822e-01  8.379536e-01  9.999967e-01    0.24432   0.0770582
650  250  4.685776e-01  9.045385e-01  9.999976e-01    0.23522   0.0901795
650  300  4.724974e-01  9.173671e-01  9.999984e-01    0.20613   0.0819645
700  230  3.654535e-01  7.041392e-01  9.999955e-01    0.17214   0.0311908
700  250  4.003171e-01  8.179882e-01  9.999967e-01    0.16196   0.0433814
700  300  4.255683e-01  8.489622e-01  9.999976e-01    0.1467    0.044996
700  325  4.228910e-01  8.311466e-01  9.999981e-01    0.13351   0.0390028
750  230  2.380007e-01  8.383332e-01  9.999982e-01    0.078778  0.013177
750  250  2.642816e-01  8.711535e-01  9.999984e-01    0.079147  0.0158741
750  300  3.255753e-01  6.251895e-01  9.999959e-01    0.11228   0.0142881
750  325  3.423175e-01  6.262126e-01  9.999966e-01    0.10398   0.0139579
750  350  2.370141e-01  8.066704e-01  9.999911e-01    0.049503  0.00763467
800  230  2.184858e-01  8.615502e-01  9.999980e-01    0.061248  0.00993287
800  250  2.432033e-01  8.893132e-01  9.999983e-01    0.061579  0.0118443
800  300  2.629768e-01  8.831015e-01  9.999985e-01    0.056806  0.0116502
800  325  2.673226e-01  8.616272e-01  9.999987e-01    0.053571  0.0106317
800  350  2.301732e-01  8.304896e-01  9.999885e-01    0.043011  0.00682799
