500 eiko_run_13p6TeV_MH2_500_tanbeta5_lambda3_2.root 7.7
550 eiko_run_13p6TeV_MH2_550_tanbeta5_lambda3_2.root 18.3
600 eiko_run_13p6TeV_MH2_600_tanbeta5_lambda3_2.root 34.1
650 eiko_run_13p6TeV_MH2_650_tanbeta5_lambda3_2.root 56.0
700 eiko_run_13p6TeV_MH2_700_tanbeta5_lambda3_2.root 87.0
750 eiko_run_13p6TeV_MH2_750_tanbeta5_lambda3_2.root 125.4
800 eiko_run_13p6TeV_MH2_800_tanbeta5_lambda3_2.root 175.0
