gDM MA Ma MDM BR(A->ah) BR(a->b+b~) Xsec effective Xsec (Xsec*BR)
0.025 600 200 50 1.800481e-01 2.174625e-01 1.2513 0.048993
0.025 600 200 100 1.800485e-01 9.544766e-01 1.2534 0.215399
0.025 600 250 10 1.489155e-01 1.948166e-01 2.564220e-06 1.2517
0.025 600 250 50 1.489156e-01 2.081595e-01 2.739843e-06 1.2496
0.025 600 250 100 1.489160e-01 2.851621e-01 3.753367e-06 1.2503
0.025 600 250 150 1.489167e-01 9.544794e-01 1.256379e-05 1.2521
0.025 600 300 10 1.140628e-01 1.857170e-01 1.2502 0.0264835
0.025 600 300 50 1.140629e-01 1.938245e-01 1.2457 0.0275402
0.025 600 300 100 1.140632e-01 2.298732e-01 1.2539 0.0328773
0.025 600 300 150 1.140638e-01 7.715690e-01 1.2491 0.109931
0.025 600 300 200 1.140646e-01 7.715690e-01 1.2502 0.110028
0.025 600 350 10 7.818741e-02 3.966008e-03 1.2523 0.000388328
0.025 600 350 50 7.818748e-02 3.968591e-03 1.2535 0.000388954
0.025 600 350 100 7.818771e-02 3.977494e-03 1.2486 0.000388304
0.025 600 350 150 7.818811e-02 3.997399e-03 1.2498 0.000390624
0.025 600 350 200 7.818874e-02 4.031407e-03 1.2505 0.000394171
0.025 600 350 250 7.818975e-02 4.031407e-03 1.2483 0.000393483
0.05 600 200 10 1.800158e-01 5.758403e-02 1.2495 0.0129524
0.05 600 200 50 1.800163e-01 6.556993e-02 1.2521 0.0147794
0.05 600 200 100 1.800182e-01 9.544766e-01 1.2525 0.215209
0.05 600 250 10 1.488879e-01 5.750744e-02 7.569258e-07 1.2521
0.05 600 250 50 1.488884e-01 6.221631e-02 8.189050e-07 1.2514
0.05 600 250 100 1.488899e-01 9.187768e-02 1.209315e-06 1.2501
0.05 600 250 150 1.488928e-01 9.544794e-01 1.256307e-05 1.25
0.05 600 300 10 1.140408e-01 5.665735e-02 1.2512 0.00808432
0.05 600 300 50 1.140412e-01 5.970490e-02 1.2509 0.00851715
0.05 600 300 100 1.140424e-01 7.400437e-02 1.2493 0.0105436
0.05 600 300 150 1.140447e-01 7.715690e-01 1.2522 0.110185
0.05 600 300 200 1.140482e-01 7.715690e-01 1.2493 0.109933
0.05 600 350 10 7.817171e-02 3.781951e-03 1.2477 0.000368872
0.05 600 350 50 7.817199e-02 3.791362e-03 1.2511 0.000370799
