MA   Ma   BR(A->ah)     BR(a->bb)     Xsec      effective    Xsec  (Xsec*BR)
600  95   5.424357e-01  9.543342e-01  0.048332  5.67949e-05
600  100  5.449027e-01  9.543522e-01  0.048423  5.71617e-05
600  150  5.676014e-01  9.544445e-01  0.04829   5.93851e-05
600  200  5.848316e-01  9.544766e-01  0.04833   6.12405e-05
600  250  5.949635e-01  9.544499e-01  0.04846   6.24673e-05
600  300  5.990865e-01  7.709195e-01  0.048424  5.07674e-05
650  50   4.029646e-01  9.538419e-01  0.031011  2.70573e-05
650  60   4.085269e-01  9.540524e-01  0.031093  2.75094e-05
650  70   3.942045e-01  9.541776e-01  0.031058  2.65186e-05
650  80   3.990282e-01  9.542582e-01  0.030941  2.67442e-05
650  90   4.036951e-01  9.543131e-01  0.031028  2.71346e-05
650  95   4.060625e-01  9.543342e-01  0.03098   2.72521e-05
650  100  4.082669e-01  9.543522e-01  0.030978  2.73988e-05
650  150  4.317264e-01  9.544445e-01  0.030985  2.89826e-05
650  200  4.548177e-01  9.544766e-01  0.031007  3.05554e-05
650  250  4.740754e-01  9.544704e-01  0.031054  3.18973e-05
650  300  4.908738e-01  7.717910e-01  0.031078  2.67269e-05
700  50   2.523089e-01  9.538419e-01  0.020386  1.1137e-05
700  60   2.546553e-01  9.540524e-01  0.020406  1.1254e-05
700  70   2.477477e-01  9.541776e-01  0.020445  1.09711e-05
700  80   2.539395e-01  9.542582e-01  0.02044   1.12435e-05
700  90   2.578660e-01  9.543131e-01  0.020325  1.13538e-05
700  95   2.598870e-01  9.543342e-01  0.020441  1.15083e-05
700  100  2.618604e-01  9.543522e-01  0.020414  1.15806e-05
700  150  2.840632e-01  9.544445e-01  0.020382  1.25441e-05
700  200  3.099426e-01  9.544766e-01  0.020391  1.36934e-05
700  250  3.370524e-01  9.544816e-01  0.020432  1.49211e-05
700  300  3.641483e-01  7.723977e-01  0.020362  1.30007e-05
